nodeId,kmeans_cluster,louvain_cluster,subject
643003,2,11,Probabilistic_Methods
1155073,5,1,Rule_Learning
573978,1,54,Genetic_Algorithms
634975,1,54,Genetic_Algorithms
1118017,4,14,Neural_Networks
1131464,4,14,Neural_Networks
1213,0,23,Rule_Learning
1121537,3,5,Theory
255628,4,16,Neural_Networks
1125092,1,54,Reinforcement_Learning
264556,4,9,Neural_Networks
43165,0,63,Neural_Networks
140569,4,9,Neural_Networks
1114664,6,25,Case_Based
91581,2,42,Probabilistic_Methods
1103383,1,54,Genetic_Algorithms
431206,4,6,Probabilistic_Methods
1128201,1,54,Genetic_Algorithms
345340,7,2,Reinforcement_Learning
1111899,6,12,Case_Based
1131266,0,24,Probabilistic_Methods
8224,5,1,Theory
593942,0,54,Genetic_Algorithms
289088,4,9,Neural_Networks
1135115,6,9,Neural_Networks
12347,4,9,Neural_Networks
1130634,3,0,Neural_Networks
95594,7,4,Reinforcement_Learning
1110768,4,2,Neural_Networks
642894,2,11,Probabilistic_Methods
1153897,4,54,Genetic_Algorithms
249858,3,5,Theory
14529,5,24,Case_Based
28202,7,2,Reinforcement_Learning
4878,6,18,Case_Based
28254,7,2,Neural_Networks
18770,2,25,Probabilistic_Methods
1154229,2,42,Probabilistic_Methods
545647,5,1,Theory
93755,3,5,Theory
133567,4,9,Neural_Networks
1135358,5,1,Theory
95198,6,12,Case_Based
34708,4,24,Neural_Networks
653628,0,88,Rule_Learning
216878,5,24,Theory
1153945,1,54,Genetic_Algorithms
1108656,5,1,Case_Based
1126315,0,95,Neural_Networks
1131198,1,54,Genetic_Algorithms
1105033,7,2,Reinforcement_Learning
1108169,4,16,Neural_Networks
154023,0,99,Neural_Networks
33818,0,68,Neural_Networks
44121,0,86,Probabilistic_Methods
77108,3,0,Theory
654339,4,14,Genetic_Algorithms
10177,3,5,Theory
1116397,6,12,Case_Based
446610,2,3,Probabilistic_Methods
5075,6,18,Case_Based
14430,0,53,Probabilistic_Methods
1118823,5,24,Theory
5064,6,18,Case_Based
395075,1,54,Genetic_Algorithms
159085,0,33,Neural_Networks
7276,4,14,Neural_Networks
255233,6,12,Case_Based
583318,1,54,Genetic_Algorithms
399173,6,18,Case_Based
143676,0,38,Neural_Networks
83847,4,13,Neural_Networks
139738,4,21,Neural_Networks
423463,2,42,Probabilistic_Methods
650807,1,54,Genetic_Algorithms
28267,6,12,Case_Based
469504,4,16,Neural_Networks
18619,7,1,Theory
248425,1,54,Genetic_Algorithms
353541,7,25,Neural_Networks
1133390,5,5,Theory
1128369,1,54,Genetic_Algorithms
1130080,0,58,Neural_Networks
52835,5,1,Rule_Learning
5062,6,18,Case_Based
1109199,1,54,Genetic_Algorithms
561789,2,11,Probabilistic_Methods
1026,1,54,Genetic_Algorithms
1140547,4,3,Neural_Networks
1128990,1,14,Genetic_Algorithms
396412,4,14,Neural_Networks
134060,4,2,Theory
200480,5,1,Case_Based
1128935,5,1,Rule_Learning
1113084,0,47,Neural_Networks
194609,3,0,Neural_Networks
1154123,4,21,Neural_Networks
1112686,3,3,Probabilistic_Methods
444240,1,1,Genetic_Algorithms
3237,5,1,Probabilistic_Methods
120013,4,2,Neural_Networks
1120713,6,12,Case_Based
560936,4,42,Neural_Networks
633585,4,6,Probabilistic_Methods
193352,0,23,Rule_Learning
1115471,5,1,Rule_Learning
42221,3,5,Theory
6939,5,1,Rule_Learning
42209,3,5,Theory
90470,2,3,Probabilistic_Methods
1106547,7,2,Reinforcement_Learning
82664,6,12,Case_Based
108963,2,3,Probabilistic_Methods
59626,3,5,Theory
7296,4,14,Neural_Networks
17798,5,1,Case_Based
27230,5,1,Rule_Learning
325497,7,2,Reinforcement_Learning
458439,0,56,Theory
18615,5,1,Rule_Learning
3220,5,24,Neural_Networks
94229,5,9,Neural_Networks
687401,4,9,Neural_Networks
95188,6,12,Case_Based
74975,6,12,Case_Based
739816,4,14,Neural_Networks
35778,2,3,Probabilistic_Methods
162075,0,34,Neural_Networks
521183,6,24,Case_Based
948846,4,14,Neural_Networks
409255,0,36,Neural_Networks
22229,1,54,Genetic_Algorithms
50381,2,5,Theory
62417,4,21,Probabilistic_Methods
193931,4,42,Neural_Networks
578306,0,16,Neural_Networks
238401,1,12,Theory
38480,7,2,Reinforcement_Learning
180187,0,23,Rule_Learning
1106849,5,24,Neural_Networks
1152259,2,11,Probabilistic_Methods
280876,2,42,Probabilistic_Methods
251756,1,54,Genetic_Algorithms
395553,4,13,Neural_Networks
1126350,3,5,Theory
203646,4,21,Neural_Networks
108983,2,3,Probabilistic_Methods
155736,3,5,Theory
59045,5,5,Theory
31105,1,5,Neural_Networks
64319,3,5,Theory
167670,5,1,Probabilistic_Methods
696343,0,16,Neural_Networks
13686,6,2,Neural_Networks
1135899,0,16,Neural_Networks
1118546,2,42,Probabilistic_Methods
906,4,21,Neural_Networks
636098,5,1,Theory
1129015,0,54,Genetic_Algorithms
66982,4,13,Neural_Networks
34355,4,21,Neural_Networks
28957,2,3,Probabilistic_Methods
192870,0,32,Neural_Networks
107251,5,24,Theory
253762,4,21,Probabilistic_Methods
628764,4,13,Neural_Networks
27535,6,25,Probabilistic_Methods
78549,0,68,Neural_Networks
184918,4,14,Neural_Networks
907845,4,21,Neural_Networks
1130586,4,13,Neural_Networks
1061127,5,1,Rule_Learning
69392,4,21,Neural_Networks
621555,0,73,Neural_Networks
689439,0,84,Rule_Learning
1095507,2,3,Probabilistic_Methods
10430,6,12,Case_Based
1385,7,2,Neural_Networks
133550,4,9,Neural_Networks
13917,7,2,Reinforcement_Learning
1131374,1,54,Genetic_Algorithms
1717,4,21,Probabilistic_Methods
189577,4,42,Probabilistic_Methods
1109392,4,14,Neural_Networks
1154074,0,36,Neural_Networks
294145,0,46,Rule_Learning
90888,4,14,Neural_Networks
1153879,6,18,Case_Based
7041,0,61,Neural_Networks
1110000,2,42,Probabilistic_Methods
261040,6,1,Case_Based
2663,4,37,Neural_Networks
644843,2,11,Probabilistic_Methods
662572,4,6,Neural_Networks
1106388,5,1,Rule_Learning
1104769,5,1,Probabilistic_Methods
650814,1,54,Genetic_Algorithms
647315,1,54,Genetic_Algorithms
1106764,5,1,Rule_Learning
293285,7,2,Theory
608326,1,54,Genetic_Algorithms
13966,7,2,Reinforcement_Learning
1107171,6,12,Case_Based
152731,4,14,Neural_Networks
1132434,4,21,Neural_Networks
17363,4,6,Neural_Networks
205192,0,16,Neural_Networks
28385,4,38,Reinforcement_Learning
714208,2,42,Probabilistic_Methods
1103315,7,2,Reinforcement_Learning
23258,7,2,Reinforcement_Learning
575402,1,54,Genetic_Algorithms
197783,5,5,Neural_Networks
99030,0,16,Neural_Networks
714748,2,42,Probabilistic_Methods
853150,4,14,Neural_Networks
1131300,2,11,Probabilistic_Methods
12946,4,21,Probabilistic_Methods
1114442,4,54,Genetic_Algorithms
644470,2,11,Probabilistic_Methods
100935,1,54,Genetic_Algorithms
77758,4,14,Neural_Networks
126867,0,72,Case_Based
115188,0,10,Neural_Networks
6184,4,2,Reinforcement_Learning
179180,4,14,Neural_Networks
4330,4,21,Probabilistic_Methods
101811,5,1,Theory
71904,4,21,Neural_Networks
1130678,4,13,Neural_Networks
853116,4,14,Neural_Networks
35852,1,54,Reinforcement_Learning
1112071,0,45,Probabilistic_Methods
643485,2,11,Probabilistic_Methods
1128407,6,12,Case_Based
1131414,0,71,Neural_Networks
340299,4,14,Neural_Networks
593209,1,54,Genetic_Algorithms
12275,0,13,Neural_Networks
262178,4,54,Genetic_Algorithms
1246,3,5,Reinforcement_Learning
105899,7,2,Probabilistic_Methods
282700,0,16,Neural_Networks
1153064,5,1,Theory
738941,0,34,Neural_Networks
1071981,1,41,Reinforcement_Learning
237489,0,16,Neural_Networks
1127430,1,54,Genetic_Algorithms
1131257,2,11,Probabilistic_Methods
1128975,1,54,Genetic_Algorithms
23546,5,1,Rule_Learning
31932,3,0,Neural_Networks
1154500,6,1,Case_Based
13656,1,26,Neural_Networks
360028,5,24,Theory
267824,4,37,Neural_Networks
1952,6,12,Case_Based
1126050,7,2,Reinforcement_Learning
1153703,5,1,Case_Based
854434,5,5,Neural_Networks
94953,4,21,Neural_Networks
78508,0,68,Neural_Networks
28674,3,3,Theory
1128430,5,24,Case_Based
20178,6,12,Case_Based
1031453,4,14,Neural_Networks
129897,4,42,Probabilistic_Methods
58454,1,54,Case_Based
15987,2,42,Probabilistic_Methods
35490,6,12,Case_Based
656231,6,12,Case_Based
1113182,7,2,Reinforcement_Learning
1120866,4,14,Neural_Networks
64271,6,12,Case_Based
16471,4,9,Neural_Networks
159897,2,3,Probabilistic_Methods
636511,4,21,Neural_Networks
1136791,1,54,Genetic_Algorithms
263553,4,6,Neural_Networks
1108834,4,21,Neural_Networks
39474,1,54,Genetic_Algorithms
592830,5,1,Rule_Learning
11335,5,1,Rule_Learning
1152308,5,1,Case_Based
1123215,0,75,Theory
1116842,5,5,Theory
284025,4,6,Neural_Networks
642593,0,65,Neural_Networks
948299,4,14,Neural_Networks
31483,5,25,Probabilistic_Methods
65212,4,21,Neural_Networks
321861,3,5,Theory
50354,4,9,Neural_Networks
1131230,4,21,Probabilistic_Methods
190697,1,54,Genetic_Algorithms
56167,5,1,Case_Based
561595,2,11,Probabilistic_Methods
129896,2,42,Probabilistic_Methods
1123553,7,2,Reinforcement_Learning
8581,4,16,Neural_Networks
1131335,2,11,Probabilistic_Methods
18774,2,3,Probabilistic_Methods
28504,7,4,Reinforcement_Learning
1135345,0,34,Neural_Networks
646334,2,11,Probabilistic_Methods
47570,6,18,Case_Based
1125906,0,3,Probabilistic_Methods
195792,1,54,Genetic_Algorithms
258259,4,14,Neural_Networks
643777,0,14,Neural_Networks
1133196,1,54,Genetic_Algorithms
1104182,7,2,Reinforcement_Learning
10183,6,12,Case_Based
447224,1,54,Genetic_Algorithms
56119,1,41,Genetic_Algorithms
18834,1,2,Reinforcement_Learning
242663,2,42,Probabilistic_Methods
1153106,5,24,Neural_Networks
1110426,5,1,Rule_Learning
1102364,2,19,Probabilistic_Methods
1106287,4,14,Neural_Networks
411092,5,1,Rule_Learning
1136310,4,21,Probabilistic_Methods
8875,1,54,Genetic_Algorithms
12960,3,2,Theory
1131184,0,100,Neural_Networks
124224,4,6,Neural_Networks
568857,1,54,Genetic_Algorithms
1131611,3,5,Theory
78511,1,68,Genetic_Algorithms
606479,1,54,Genetic_Algorithms
578309,0,16,Neural_Networks
189572,2,42,Probabilistic_Methods
1129018,1,54,Genetic_Algorithms
25702,4,21,Neural_Networks
1111240,4,42,Neural_Networks
1153736,7,2,Theory
111770,0,44,Probabilistic_Methods
1110628,0,103,Probabilistic_Methods
1108167,3,5,Theory
217139,5,4,Case_Based
341188,7,2,Reinforcement_Learning
578650,1,54,Genetic_Algorithms
335042,4,9,Neural_Networks
785678,1,54,Genetic_Algorithms
578646,1,54,Genetic_Algorithms
593104,0,54,Genetic_Algorithms
1127619,5,1,Rule_Learning
126927,2,11,Probabilistic_Methods
1112106,0,99,Neural_Networks
1121739,4,14,Reinforcement_Learning
35335,4,14,Neural_Networks
3217,5,1,Theory
116553,1,54,Genetic_Algorithms
1125909,2,19,Probabilistic_Methods
376704,0,51,Case_Based
1152711,0,33,Neural_Networks
153598,7,2,Reinforcement_Learning
139865,4,14,Neural_Networks
259702,1,54,Genetic_Algorithms
288107,0,75,Theory
41216,4,21,Neural_Networks
13193,7,2,Reinforcement_Learning
1106854,0,36,Neural_Networks
642847,2,11,Probabilistic_Methods
643069,2,11,Probabilistic_Methods
1115790,4,21,Neural_Networks
359067,5,1,Case_Based
561582,2,11,Probabilistic_Methods
12576,1,41,Genetic_Algorithms
1130680,0,16,Neural_Networks
34257,0,32,Neural_Networks
683294,0,69,Probabilistic_Methods
561364,2,42,Probabilistic_Methods
1152959,4,6,Neural_Networks
1956,1,12,Case_Based
1153577,1,54,Genetic_Algorithms
310653,2,3,Probabilistic_Methods
14428,0,53,Probabilistic_Methods
31479,5,37,Probabilistic_Methods
1104261,4,1,Theory
284414,5,1,Case_Based
447250,4,14,Neural_Networks
135765,5,1,Rule_Learning
578347,0,16,Neural_Networks
190706,1,54,Genetic_Algorithms
119761,4,6,Neural_Networks
634904,1,54,Genetic_Algorithms
633030,0,62,Probabilistic_Methods
88356,5,1,Probabilistic_Methods
1121254,4,3,Probabilistic_Methods
628815,7,2,Reinforcement_Learning
1111304,7,2,Reinforcement_Learning
1120049,4,9,Neural_Networks
1153091,5,1,Rule_Learning
3101,6,12,Case_Based
22241,1,54,Genetic_Algorithms
1114118,4,21,Neural_Networks
13885,4,21,Neural_Networks
1116044,2,19,Probabilistic_Methods
1152307,5,1,Case_Based
601561,6,1,Rule_Learning
417017,5,1,Case_Based
14429,0,53,Probabilistic_Methods
232606,0,23,Rule_Learning
3218,5,1,Rule_Learning
694759,1,54,Genetic_Algorithms
899119,0,23,Rule_Learning
145315,0,27,Rule_Learning
91853,6,12,Case_Based
49895,5,1,Rule_Learning
1112194,0,35,Neural_Networks
8213,7,2,Reinforcement_Learning
175576,3,5,Theory
22869,6,12,Case_Based
1116268,5,5,Theory
40583,4,6,Probabilistic_Methods
32260,3,5,Theory
112787,6,18,Case_Based
509233,1,54,Theory
1130454,0,66,Probabilistic_Methods
645452,2,11,Probabilistic_Methods
119686,1,26,Neural_Networks
1033,1,54,Genetic_Algorithms
6385,7,2,Reinforcement_Learning
110162,6,12,Case_Based
179702,0,36,Neural_Networks
45603,1,54,Reinforcement_Learning
6170,7,2,Reinforcement_Learning
235678,0,84,Rule_Learning
1131172,2,11,Probabilistic_Methods
198866,6,12,Case_Based
25805,3,5,Theory
647447,1,54,Genetic_Algorithms
6196,7,2,Reinforcement_Learning
6539,3,5,Theory
45605,1,54,Genetic_Algorithms
46536,5,1,Neural_Networks
1134031,0,23,Rule_Learning
1131828,6,12,Case_Based
22386,6,12,Case_Based
1103162,7,2,Reinforcement_Learning
1063773,3,0,Neural_Networks
177993,1,54,Genetic_Algorithms
1128314,1,54,Genetic_Algorithms
17488,7,2,Reinforcement_Learning
429781,3,5,Theory
1120563,6,18,Case_Based
573553,3,0,Theory
1130069,0,96,Neural_Networks
38839,6,12,Case_Based
644361,2,11,Probabilistic_Methods
1153024,2,19,Probabilistic_Methods
1107136,5,1,Genetic_Algorithms
1129610,1,54,Genetic_Algorithms
16461,4,14,Neural_Networks
640617,1,54,Genetic_Algorithms
293271,7,2,Reinforcement_Learning
1111265,4,21,Neural_Networks
40,4,54,Genetic_Algorithms
1130539,5,4,Case_Based
577086,1,54,Genetic_Algorithms
55770,6,18,Case_Based
12211,3,5,Theory
187354,5,1,Rule_Learning
161221,4,2,Neural_Networks
1140231,0,16,Neural_Networks
1114526,3,5,Theory
1122580,5,1,Theory
6784,4,42,Neural_Networks
1132857,0,69,Probabilistic_Methods
928873,4,21,Neural_Networks
628500,4,2,Reinforcement_Learning
217984,4,14,Neural_Networks
1117618,5,24,Theory
189708,2,2,Probabilistic_Methods
1135894,4,14,Neural_Networks
1114864,5,24,Case_Based
1128536,5,1,Theory
230300,7,2,Reinforcement_Learning
377303,0,54,Genetic_Algorithms
238099,5,1,Rule_Learning
318187,5,1,Rule_Learning
649944,0,27,Rule_Learning
578780,1,54,Genetic_Algorithms
66594,5,1,Theory
16474,0,9,Neural_Networks
1153166,6,12,Case_Based
626530,0,66,Probabilistic_Methods
1126012,7,3,Probabilistic_Methods
66782,5,3,Rule_Learning
1116336,4,21,Probabilistic_Methods
11326,5,24,Theory
289945,4,9,Neural_Networks
1128974,0,54,Genetic_Algorithms
1118286,5,12,Rule_Learning
35797,0,42,Neural_Networks
592826,5,1,Rule_Learning
61069,1,54,Genetic_Algorithms
1153148,5,1,Probabilistic_Methods
175256,1,54,Genetic_Algorithms
27510,1,14,Theory
592996,1,54,Genetic_Algorithms
116087,5,1,Rule_Learning
58758,1,54,Genetic_Algorithms
1108209,4,14,Genetic_Algorithms
101145,6,12,Case_Based
129045,6,12,Case_Based
95719,4,21,Probabilistic_Methods
1117184,6,1,Case_Based
89335,6,25,Case_Based
1123093,5,1,Rule_Learning
470511,6,12,Case_Based
1105718,4,14,Neural_Networks
6151,7,2,Reinforcement_Learning
11325,5,1,Rule_Learning
219218,0,85,Probabilistic_Methods
521252,5,24,Theory
285687,4,21,Neural_Networks
1135082,4,37,Neural_Networks
100197,4,14,Neural_Networks
1123239,4,16,Neural_Networks
735311,1,68,Neural_Networks
631052,4,14,Neural_Networks
1153861,4,13,Neural_Networks
101143,6,12,Case_Based
1106671,4,21,Neural_Networks
593022,1,54,Genetic_Algorithms
32872,7,3,Reinforcement_Learning
1114153,4,14,Neural_Networks
1154525,0,23,Rule_Learning
510715,3,21,Probabilistic_Methods
1122460,4,21,Neural_Networks
642621,2,11,Probabilistic_Methods
22563,5,24,Neural_Networks
44455,1,54,Genetic_Algorithms
1153150,5,12,Rule_Learning
1123087,0,9,Neural_Networks
1152910,7,2,Reinforcement_Learning
16451,4,9,Neural_Networks
1118209,3,5,Theory
270456,4,21,Neural_Networks
67415,3,5,Theory
358884,0,37,Theory
2654,5,5,Theory
39403,7,2,Reinforcement_Learning
272345,6,18,Case_Based
63812,5,1,Case_Based
390889,4,13,Neural_Networks
38845,6,12,Case_Based
1104055,5,5,Theory
15892,6,18,Case_Based
1136393,4,21,Neural_Networks
1105877,0,67,Probabilistic_Methods
1131258,2,11,Probabilistic_Methods
29708,4,3,Neural_Networks
2653,5,5,Theory
688824,0,102,Neural_Networks
1122304,4,14,Neural_Networks
481073,4,2,Reinforcement_Learning
7032,4,21,Probabilistic_Methods
1118764,3,5,Theory
1103676,4,24,Neural_Networks
212930,7,37,Neural_Networks
67584,2,11,Probabilistic_Methods
399370,4,42,Neural_Networks
95586,7,4,Reinforcement_Learning
1121603,0,36,Neural_Networks
1107140,7,4,Theory
1134865,1,54,Genetic_Algorithms
94639,1,54,Genetic_Algorithms
193932,4,42,Neural_Networks
365294,7,4,Reinforcement_Learning
521855,2,42,Probabilistic_Methods
63915,5,24,Neural_Networks
73119,0,53,Probabilistic_Methods
644441,2,11,Probabilistic_Methods
45533,0,32,Neural_Networks
149669,2,2,Probabilistic_Methods
1128868,3,0,Neural_Networks
1110563,4,14,Neural_Networks
128202,5,4,Theory
815096,4,13,Neural_Networks
1152421,1,54,Genetic_Algorithms
252725,0,90,Rule_Learning
1115886,7,2,Reinforcement_Learning
1111978,3,21,Probabilistic_Methods
1050679,0,54,Genetic_Algorithms
50807,0,60,Genetic_Algorithms
648232,4,14,Neural_Networks
299197,7,2,Neural_Networks
30895,5,14,Theory
1109185,4,21,Neural_Networks
243274,0,9,Neural_Networks
628458,7,104,Neural_Networks
1106370,4,1,Neural_Networks
1136634,4,9,Theory
43639,4,16,Neural_Networks
1113831,1,54,Genetic_Algorithms
1127558,2,11,Probabilistic_Methods
459216,1,54,Genetic_Algorithms
1118245,7,3,Reinforcement_Learning
48075,5,24,Rule_Learning
93555,4,6,Neural_Networks
662279,4,6,Neural_Networks
199571,1,1,Neural_Networks
189566,2,3,Probabilistic_Methods
430574,0,20,Neural_Networks
1152761,1,54,Genetic_Algorithms
103531,6,12,Case_Based
595063,1,54,Genetic_Algorithms
119956,4,21,Neural_Networks
1113926,5,1,Neural_Networks
131042,4,21,Neural_Networks
1132461,4,21,Neural_Networks
34979,3,5,Theory
136767,5,1,Theory
133563,4,9,Neural_Networks
561238,1,54,Genetic_Algorithms
14549,5,37,Theory
3232,5,1,Theory
1114388,4,14,Theory
675756,4,21,Neural_Networks
73327,6,12,Case_Based
1131137,5,25,Probabilistic_Methods
576795,1,54,Genetic_Algorithms
1000012,5,1,Rule_Learning
578645,1,54,Genetic_Algorithms
5086,2,42,Probabilistic_Methods
397590,5,1,Rule_Learning
141324,1,54,Genetic_Algorithms
591016,5,1,Rule_Learning
1114239,1,54,Genetic_Algorithms
95579,7,2,Reinforcement_Learning
41417,6,12,Case_Based
1138619,5,91,Rule_Learning
595157,1,54,Genetic_Algorithms
975567,1,54,Genetic_Algorithms
853118,4,14,Neural_Networks
6741,5,1,Theory
1112574,3,5,Theory
1135455,0,34,Neural_Networks
1128204,1,54,Genetic_Algorithms
6169,7,2,Reinforcement_Learning
46476,5,1,Rule_Learning
647413,1,54,Genetic_Algorithms
143801,4,6,Neural_Networks
1112911,1,54,Genetic_Algorithms
20850,5,1,Theory
16437,0,9,Neural_Networks
714879,2,42,Probabilistic_Methods
284023,4,6,Neural_Networks
1134320,2,42,Probabilistic_Methods
1106401,3,3,Theory
1120786,4,21,Neural_Networks
578669,1,54,Genetic_Algorithms
86923,0,36,Neural_Networks
1128198,1,54,Genetic_Algorithms
1116922,5,1,Rule_Learning
1997,5,21,Probabilistic_Methods
521251,5,24,Case_Based
28471,7,2,Reinforcement_Learning
1110531,5,24,Case_Based
194617,3,0,Neural_Networks
39165,5,25,Probabilistic_Methods
1121659,2,42,Probabilistic_Methods
293974,2,3,Probabilistic_Methods
53942,5,1,Theory
387795,1,54,Genetic_Algorithms
3243,5,5,Theory
137130,2,19,Probabilistic_Methods
384428,0,40,Neural_Networks
27612,3,5,Theory
189571,2,42,Probabilistic_Methods
191216,4,21,Neural_Networks
84695,4,21,Neural_Networks
35,1,54,Genetic_Algorithms
593559,1,54,Genetic_Algorithms
1152162,3,3,Neural_Networks
1152975,5,1,Case_Based
126920,2,11,Probabilistic_Methods
152483,1,54,Genetic_Algorithms
254923,1,1,Genetic_Algorithms
1112075,5,54,Neural_Networks
116790,2,3,Probabilistic_Methods
1118332,4,14,Neural_Networks
10796,7,1,Case_Based
6378,7,2,Reinforcement_Learning
50336,4,3,Probabilistic_Methods
20972,7,2,Reinforcement_Learning
1955,1,12,Case_Based
1152448,5,1,Case_Based
1104379,4,21,Neural_Networks
134320,2,19,Probabilistic_Methods
6775,4,42,Neural_Networks
1130915,4,6,Neural_Networks
1153183,3,9,Theory
177998,1,54,Genetic_Algorithms
1131734,1,54,Genetic_Algorithms
166825,6,18,Case_Based
63832,1,41,Genetic_Algorithms
1125492,1,54,Genetic_Algorithms
60170,4,42,Neural_Networks
562067,2,11,Probabilistic_Methods
1105603,4,14,Neural_Networks
1139928,3,5,Theory
28265,6,12,Case_Based
39210,4,13,Neural_Networks
18832,7,2,Reinforcement_Learning
1152508,1,54,Genetic_Algorithms
177115,6,18,Case_Based
646809,1,54,Genetic_Algorithms
1102646,3,5,Neural_Networks
12195,3,5,Theory
8079,5,24,Theory
1107808,0,15,Neural_Networks
164885,1,54,Genetic_Algorithms
152226,3,5,Theory
1128208,1,54,Genetic_Algorithms
1109017,4,54,Genetic_Algorithms
24530,7,2,Reinforcement_Learning
87417,1,54,Genetic_Algorithms
15984,2,42,Probabilistic_Methods
628766,4,13,Neural_Networks
429805,5,24,Case_Based
18811,3,3,Probabilistic_Methods
1132809,0,23,Rule_Learning
1152663,7,2,Reinforcement_Learning
1128856,5,1,Rule_Learning
1113934,6,1,Case_Based
1129443,4,14,Neural_Networks
27631,4,2,Case_Based
1116629,4,42,Neural_Networks
1136449,4,14,Neural_Networks
1112026,6,25,Neural_Networks
1153784,1,54,Genetic_Algorithms
39199,4,13,Neural_Networks
1154042,4,21,Neural_Networks
1154520,3,0,Neural_Networks
188318,4,14,Neural_Networks
6782,5,1,Theory
51834,5,3,Theory
13208,0,37,Reinforcement_Learning
17208,7,3,Reinforcement_Learning
1116347,7,2,Reinforcement_Learning
1817,1,54,Genetic_Algorithms
45188,3,1,Theory
573535,3,0,Theory
389715,5,24,Theory
14062,1,54,Genetic_Algorithms
133615,5,1,Rule_Learning
1131748,4,14,Neural_Networks
16008,2,42,Probabilistic_Methods
1133930,0,88,Rule_Learning
1130847,1,54,Genetic_Algorithms
12350,3,5,Theory
118436,4,9,Neural_Networks
259126,5,1,Neural_Networks
57764,5,24,Theory
1115677,5,24,Neural_Networks
80656,1,26,Neural_Networks
645088,2,11,Probabilistic_Methods
302545,0,22,Probabilistic_Methods
18781,3,1,Theory
1120059,4,16,Neural_Networks
213246,0,32,Neural_Networks
27606,3,5,Theory
134307,2,19,Probabilistic_Methods
1129907,4,14,Probabilistic_Methods
1118302,5,12,Rule_Learning
703953,4,21,Probabilistic_Methods
141342,1,54,Genetic_Algorithms
66751,3,0,Theory
164,3,5,Theory
671052,0,79,Neural_Networks
1128453,1,54,Genetic_Algorithms
101261,3,5,Theory
46547,5,24,Theory
1153860,1,54,Genetic_Algorithms
235679,0,84,Rule_Learning
1129027,1,54,Genetic_Algorithms
89547,3,1,Theory
688361,4,14,Neural_Networks
12238,3,5,Theory
237376,3,1,Theory
444191,4,6,Neural_Networks
96335,4,14,Neural_Networks
1107572,3,5,Theory
628667,7,2,Reinforcement_Learning
25184,4,14,Neural_Networks
217115,3,5,Theory
348305,0,23,Rule_Learning
1130856,1,54,Genetic_Algorithms
171954,3,0,Theory
2702,4,13,Neural_Networks
354004,2,42,Probabilistic_Methods
632796,4,6,Probabilistic_Methods
11342,5,1,Theory
39124,5,24,Case_Based
593260,1,54,Genetic_Algorithms
9581,4,6,Probabilistic_Methods
1105433,4,21,Probabilistic_Methods
1152569,1,54,Genetic_Algorithms
1153889,6,18,Case_Based
1154124,4,21,Neural_Networks
1107010,6,12,Case_Based
7867,0,17,Case_Based
117328,6,12,Case_Based
47683,5,14,Case_Based
746058,0,30,Neural_Networks
519318,2,3,Probabilistic_Methods
169280,4,6,Neural_Networks
86359,1,2,Reinforcement_Learning
40151,4,1,Theory
92589,5,25,Probabilistic_Methods
40125,4,21,Probabilistic_Methods
594025,1,2,Genetic_Algorithms
174418,4,21,Theory
260121,4,21,Neural_Networks
10435,6,24,Case_Based
136665,7,2,Reinforcement_Learning
892139,7,2,Reinforcement_Learning
299195,7,2,Neural_Networks
1152490,4,13,Neural_Networks
124828,4,21,Neural_Networks
86258,3,5,Theory
445938,2,3,Probabilistic_Methods
288,7,2,Reinforcement_Learning
1154459,1,54,Genetic_Algorithms
38846,6,12,Case_Based
1110546,1,54,Genetic_Algorithms
70442,7,12,Case_Based
103528,6,12,Case_Based
99025,4,16,Neural_Networks
787016,1,54,Genetic_Algorithms
1153254,5,1,Rule_Learning
46500,5,24,Theory
144701,1,54,Genetic_Algorithms
654177,5,24,Case_Based
136768,5,1,Rule_Learning
592993,1,54,Genetic_Algorithms
20526,7,2,Reinforcement_Learning
936,6,12,Case_Based
522338,2,3,Probabilistic_Methods
582349,5,1,Neural_Networks
131317,4,37,Neural_Networks
368431,5,5,Theory
175291,1,5,Neural_Networks
15076,4,21,Neural_Networks
1113614,7,2,Reinforcement_Learning
684986,4,13,Neural_Networks
81350,7,2,Reinforcement_Learning
48781,1,54,Genetic_Algorithms
1110028,3,5,Theory
15429,3,5,Theory
114189,5,1,Probabilistic_Methods
5194,4,9,Neural_Networks
6216,7,2,Reinforcement_Learning
20180,6,12,Case_Based
253971,0,9,Neural_Networks
1131466,2,42,Probabilistic_Methods
55403,5,1,Rule_Learning
1107385,4,13,Neural_Networks
65057,2,19,Probabilistic_Methods
23502,4,14,Neural_Networks
606647,1,54,Genetic_Algorithms
350319,4,42,Neural_Networks
1130567,7,2,Reinforcement_Learning
52007,0,35,Neural_Networks
61312,0,54,Genetic_Algorithms
911198,4,16,Neural_Networks
436796,4,21,Neural_Networks
137868,2,42,Probabilistic_Methods
593060,1,54,Genetic_Algorithms
85688,6,1,Rule_Learning
416964,0,9,Neural_Networks
105057,5,24,Theory
503893,1,54,Genetic_Algorithms
96847,1,2,Genetic_Algorithms
1111052,7,2,Reinforcement_Learning
194223,4,3,Probabilistic_Methods
5038,3,5,Theory
1113534,0,36,Neural_Networks
1119654,0,51,Case_Based
219976,6,12,Case_Based
85352,1,54,Genetic_Algorithms
75972,5,1,Rule_Learning
12165,3,5,Theory
15889,6,18,Case_Based
